x,L,u,e,tau_xx,tau_yy,tau_zz
0.32567,0.90599,1.6743,0.65925,0.95826,-0.17851,-0.71602
0.32667,0.9057,1.6769,0.65841,0.95985,-0.17882,-0.7171
0.32767,0.90542,1.6796,0.65757,0.96144,-0.17914,-0.71818
0.32867,0.90514,1.6823,0.65672,0.96304,-0.17945,-0.71926
0.32967,0.90485,1.685,0.65589,0.96463,-0.17977,-0.72034
0.33067,0.90457,1.6877,0.65505,0.96623,-0.18009,-0.72142
0.33167,0.90429,1.6903,0.65421,0.96784,-0.18041,-0.72251
0.33267,0.90401,1.693,0.65337,0.96944,-0.18072,-0.72359
0.33367,0.90372,1.6957,0.65254,0.97105,-0.18104,-0.72468
0.33467,0.90344,1.6984,0.65171,0.97266,-0.18136,-0.72577
0.33566,0.90316,1.7011,0.65087,0.97428,-0.18168,-0.72686
0.33666,0.90287,1.7039,0.65004,0.9759,-0.182,-0.72796
0.33766,0.90259,1.7066,0.64921,0.97752,-0.18233,-0.72905
0.33866,0.90231,1.7093,0.64838,0.97914,-0.18265,-0.73015
0.33966,0.90203,1.712,0.64755,0.98076,-0.18297,-0.73125
0.34066,0.90174,1.7147,0.64672,0.98239,-0.18329,-0.73235
0.34166,0.90146,1.7175,0.6459,0.98402,-0.18362,-0.73345
0.34266,0.90118,1.7202,0.64507,0.98566,-0.18394,-0.73455
0.34366,0.9009,1.7229,0.64425,0.98729,-0.18427,-0.73566
0.34466,0.90061,1.7257,0.64342,0.98893,-0.18459,-0.73676
0.34565,0.90033,1.7284,0.6426,0.99057,-0.18492,-0.73787
0.34665,0.90005,1.7312,0.64178,0.99222,-0.18525,-0.73898
0.34765,0.89977,1.734,0.64096,0.99387,-0.18558,-0.74009
0.34865,0.89948,1.7367,0.64014,0.99552,-0.1859,-0.74121
0.34965,0.8992,1.7395,0.63932,0.99717,-0.18623,-0.74232
0.35065,0.89892,1.7423,0.63851,0.99883,-0.18656,-0.74344
0.35165,0.89864,1.745,0.63769,1.0005,-0.18689,-0.74456
0.35265,0.89835,1.7478,0.63687,1.0021,-0.18722,-0.74568
0.35365,0.89807,1.7506,0.63606,1.0038,-0.18756,-0.7468
0.35465,0.89779,1.7534,0.63525,1.0055,-0.18789,-0.74793
0.35564,0.89751,1.7562,0.63444,1.0072,-0.18822,-0.74905
0.35664,0.89722,1.759,0.63362,1.0088,-0.18855,-0.75018
0.35764,0.89694,1.7618,0.63282,1.0105,-0.18889,-0.75131
0.35864,0.89666,1.7646,0.63201,1.0122,-0.18922,-0.75244
0.35964,0.89638,1.7674,0.6312,1.0139,-0.18956,-0.75357
0.36064,0.8961,1.7702,0.63039,1.0155,-0.18989,-0.7547
0.36164,0.89581,1.7731,0.62959,1.0172,-0.19023,-0.75584
0.36264,0.89553,1.7759,0.62878,1.0189,-0.19056,-0.75697
0.36364,0.89525,1.7787,0.62798,1.0206,-0.1909,-0.75811
0.36464,0.89497,1.7816,0.62718,1.0223,-0.19124,-0.75925
0.36563,0.89469,1.7844,0.62637,1.024,-0.19158,-0.76039
0.36663,0.8944,1.7873,0.62557,1.0257,-0.19191,-0.76154
0.36763,0.89412,1.7901,0.62477,1.0274,-0.19225,-0.76268
0.36863,0.89384,1.793,0.62398,1.0291,-0.19259,-0.76383
0.36963,0.89356,1.7958,0.62318,1.0309,-0.19293,-0.76498
0.37063,0.89328,1.7987,0.62238,1.0326,-0.19327,-0.76613
0.37163,0.89299,1.8016,0.62159,1.0343,-0.19361,-0.76728
0.37263,0.89271,1.8044,0.62079,1.036,-0.19396,-0.76843
0.37363,0.89243,1.8073,0.62,1.0377,-0.1943,-0.76959
0.37463,0.89215,1.8102,0.61921,1.0395,-0.19464,-0.77074
0.37562,0.89187,1.8131,0.61841,1.0412,-0.19498,-0.7719
0.37662,0.89158,1.816,0.61762,1.0429,-0.19533,-0.77306
0.37762,0.8913,1.8189,0.61683,1.0447,-0.19567,-0.77422
0.37862,0.89102,1.8218,0.61605,1.0464,-0.19602,-0.77539
0.37962,0.89074,1.8247,0.61526,1.0481,-0.19636,-0.77655
0.38062,0.89046,1.8276,0.61447,1.0499,-0.19671,-0.77772
0.38162,0.89018,1.8305,0.61369,1.0516,-0.19705,-0.77889
0.38262,0.88989,1.8335,0.6129,1.0534,-0.1974,-0.78006
0.38362,0.88961,1.8364,0.61212,1.0552,-0.19775,-0.78123
0.38462,0.88933,1.8393,0.61134,1.0569,-0.1981,-0.7824
0.38561,0.88905,1.8422,0.61056,1.0587,-0.19844,-0.78358
0.38661,0.88877,1.8452,0.60978,1.0604,-0.19879,-0.78475
0.38761,0.88849,1.8481,0.609,1.0622,-0.19914,-0.78593
0.38861,0.88821,1.8511,0.60822,1.064,-0.19949,-0.78711
0.38961,0.88792,1.854,0.60744,1.0658,-0.19984,-0.78829
0.39061,0.88764,1.857,0.60666,1.0675,-0.20019,-0.78947
0.39161,0.88736,1.86,0.60589,1.0693,-0.20054,-0.79066
0.39261,0.88708,1.8629,0.60511,1.0711,-0.20089,-0.79184
0.39361,0.8868,1.8659,0.60434,1.0729,-0.20125,-0.79303
0.39461,0.88652,1.8689,0.60357,1.0747,-0.2016,-0.79422
0.3956,0.88624,1.8719,0.6028,1.0765,-0.20195,-0.79541
0.3966,0.88596,1.8749,0.60203,1.0783,-0.20231,-0.7966
0.3976,0.88567,1.8779,0.60126,1.0801,-0.20266,-0.7978
0.3986,0.88539,1.8809,0.60049,1.0819,-0.20302,-0.799
0.3996,0.88511,1.8839,0.59972,1.0837,-0.20337,-0.80019
0.4006,0.88483,1.8869,0.59895,1.0855,-0.20373,-0.80139
0.4016,0.88455,1.8899,0.59819,1.0873,-0.20409,-0.8026
0.4026,0.88427,1.8929,0.59742,1.0891,-0.20444,-0.8038
0.4036,0.88399,1.8959,0.59666,1.0909,-0.2048,-0.80501
0.4046,0.88371,1.899,0.5959,1.0928,-0.20516,-0.80621
0.40559,0.88343,1.902,0.59514,1.0946,-0.20552,-0.80742
0.40659,0.88314,1.9051,0.59438,1.0964,-0.20588,-0.80863
0.40759,0.88286,1.9081,0.59362,1.0983,-0.20624,-0.80984
0.40859,0.88258,1.9112,0.59286,1.1001,-0.2066,-0.81106
0.40959,0.8823,1.9142,0.5921,1.1019,-0.20696,-0.81227
0.41059,0.88202,1.9173,0.59134,1.1038,-0.20733,-0.81349
0.41159,0.88174,1.9203,0.59059,1.1056,-0.20769,-0.81471
0.41259,0.88146,1.9234,0.58983,1.1075,-0.20805,-0.81593
0.41359,0.88118,1.9265,0.58908,1.1093,-0.20842,-0.81715
0.41459,0.8809,1.9296,0.58832,1.1112,-0.20878,-0.81838
0.41558,0.88062,1.9326,0.58757,1.113,-0.20915,-0.8196
0.41658,0.88034,1.9357,0.58682,1.1149,-0.20951,-0.82083
0.41758,0.88006,1.9388,0.58607,1.1168,-0.20988,-0.82206
0.41858,0.87977,1.9419,0.58532,1.1186,-0.21024,-0.82329
0.41958,0.87949,1.945,0.58457,1.1205,-0.21061,-0.82453
0.42058,0.87921,1.9481,0.58383,1.1224,-0.21098,-0.82576
0.42158,0.87893,1.9513,0.58308,1.1243,-0.21135,-0.827
0.42258,0.87865,1.9544,0.58234,1.1262,-0.21172,-0.82823
0.42358,0.87837,1.9575,0.58159,1.128,-0.21209,-0.82947
0.42458,0.87809,1.9606,0.58085,1.1299,-0.21246,-0.83072
0.42557,0.87781,1.9638,0.5801,1.1318,-0.21283,-0.83196
0.42657,0.87753,1.9669,0.57936,1.1337,-0.2132,-0.8332
0.42757,0.87725,1.9701,0.57862,1.1356,-0.21357,-0.83445
0.42857,0.87697,1.9732,0.57788,1.1375,-0.21394,-0.8357
0.42957,0.87669,1.9764,0.57714,1.1394,-0.21431,-0.83695
0.43057,0.87641,1.9795,0.57641,1.1413,-0.21469,-0.8382
0.43157,0.87613,1.9827,0.57567,1.1433,-0.21506,-0.83946
0.43257,0.87585,1.9859,0.57493,1.1452,-0.21544,-0.84071
0.43357,0.87557,1.9891,0.5742,1.1471,-0.21581,-0.84197
0.43457,0.87529,1.9922,0.57346,1.149,-0.21619,-0.84323
0.43556,0.87501,1.9954,0.57273,1.1509,-0.21657,-0.8445
0.43656,0.87473,1.9986,0.572,1.1529,-0.21695,-0.84576
0.43756,0.87445,2.0018,0.57127,1.1548,-0.21733,-0.84703
0.43856,0.87417,2.005,0.57054,1.1567,-0.21771,-0.8483
0.43956,0.87389,2.0082,0.56981,1.1587,-0.21809,-0.84957
0.44056,0.87361,2.0115,0.56908,1.1606,-0.21848,-0.85084
0.44156,0.87333,2.0147,0.56835,1.1626,-0.21886,-0.85212
0.44256,0.87305,2.0179,0.56763,1.1645,-0.21924,-0.85339
0.44356,0.87277,2.0211,0.5669,1.1665,-0.21963,-0.85467
0.44456,0.87249,2.0244,0.56618,1.1684,-0.22001,-0.85595
0.44555,0.87221,2.0276,0.56545,1.1704,-0.2204,-0.85723
0.44655,0.87193,2.0309,0.56473,1.1724,-0.22078,-0.85852
0.44755,0.87165,2.0341,0.56401,1.1743,-0.22117,-0.8598
0.44855,0.87137,2.0374,0.56329,1.1763,-0.22156,-0.86109
0.44955,0.87109,2.0406,0.56257,1.1783,-0.22194,-0.86238
0.45055,0.87081,2.0439,0.56185,1.1802,-0.22233,-0.86367
0.45155,0.87053,2.0472,0.56113,1.1822,-0.22272,-0.86497
0.45255,0.87025,2.0505,0.56041,1.1842,-0.22311,-0.86626
0.45355,0.86997,2.0538,0.5597,1.1862,-0.2235,-0.86756
0.45455,0.86969,2.057,0.55898,1.1882,-0.22389,-0.86886
0.45554,0.86941,2.0603,0.55827,1.1902,-0.22429,-0.87016
0.45654,0.86913,2.0636,0.55755,1.1922,-0.22468,-0.87146
0.45754,0.86885,2.067,0.55684,1.1942,-0.22507,-0.87277
0.45854,0.86857,2.0703,0.55613,1.1962,-0.22547,-0.87407
0.45954,0.86829,2.0736,0.55542,1.1982,-0.22586,-0.87538
0.46054,0.86801,2.0769,0.55471,1.2002,-0.22626,-0.87669
0.46154,0.86773,2.0802,0.554,1.2022,-0.22665,-0.878
0.46254,0.86745,2.0836,0.55329,1.2043,-0.22705,-0.87932
0.46354,0.86717,2.0869,0.55258,1.2063,-0.22745,-0.88063
0.46454,0.86689,2.0903,0.55188,1.2083,-0.22785,-0.88195
0.46553,0.86661,2.0936,0.55117,1.2103,-0.22825,-0.88327
0.46653,0.86633,2.097,0.55047,1.2124,-0.22865,-0.88459
0.46753,0.86605,2.1003,0.54976,1.2144,-0.22905,-0.88592
0.46853,0.86578,2.1037,0.54906,1.2165,-0.22945,-0.88724
0.46953,0.8655,2.1071,0.54836,1.2185,-0.22985,-0.88857
0.47053,0.86522,2.1105,0.54766,1.2206,-0.23025,-0.8899
0.47153,0.86494,2.1138,0.54696,1.2226,-0.23066,-0.89123
0.47253,0.86466,2.1172,0.54626,1.2247,-0.23106,-0.89257
0.47353,0.86438,2.1206,0.54556,1.2267,-0.23146,-0.8939
0.47453,0.8641,2.124,0.54486,1.2288,-0.23187,-0.89524
0.47552,0.86382,2.1274,0.54417,1.2309,-0.23228,-0.89658
0.47652,0.86354,2.1308,0.54347,1.2329,-0.23268,-0.89792
0.47752,0.86326,2.1343,0.54277,1.235,-0.23309,-0.89927
0.47852,0.86298,2.1377,0.54208,1.2371,-0.2335,-0.90061
0.47952,0.8627,2.1411,0.54139,1.2392,-0.23391,-0.90196
0.48052,0.86243,2.1446,0.5407,1.2412,-0.23432,-0.90331
0.48152,0.86215,2.148,0.54,1.2433,-0.23473,-0.90466
0.48252,0.86187,2.1514,0.53931,1.2454,-0.23514,-0.90601
0.48352,0.86159,2.1549,0.53862,1.2475,-0.23555,-0.90737
0.48452,0.86131,2.1584,0.53794,1.2496,-0.23596,-0.90872
0.48551,0.86103,2.1618,0.53725,1.2517,-0.23637,-0.91008
0.48651,0.86075,2.1653,0.53656,1.2538,-0.23679,-0.91144
0.48751,0.86047,2.1688,0.53587,1.256,-0.2372,-0.91281
0.48851,0.86019,2.1722,0.53519,1.2581,-0.23762,-0.91417
0.48951,0.85992,2.1757,0.53451,1.2602,-0.23803,-0.91554
0.49051,0.85964,2.1792,0.53382,1.2623,-0.23845,-0.91691
0.49151,0.85936,2.1827,0.53314,1.2644,-0.23887,-0.91828
0.49251,0.85908,2.1862,0.53246,1.2666,-0.23929,-0.91965
0.49351,0.8588,2.1897,0.53178,1.2687,-0.23971,-0.92103
0.49451,0.85852,2.1932,0.5311,1.2708,-0.24013,-0.92241
0.4955,0.85824,2.1968,0.53042,1.273,-0.24055,-0.92378
0.4965,0.85797,2.2003,0.52974,1.2751,-0.24097,-0.92517
0.4975,0.85769,2.2038,0.52906,1.2773,-0.24139,-0.92655
0.4985,0.85741,2.2074,0.52839,1.2794,-0.24181,-0.92793
0.4995,0.85713,2.2109,0.52771,1.2816,-0.24223,-0.92932
0.5005,0.85685,2.2145,0.52703,1.2838,-0.24266,-0.93071
0.5015,0.85657,2.218,0.52636,1.2859,-0.24308,-0.9321
0.5025,0.85629,2.2216,0.52569,1.2881,-0.24351,-0.93349
0.5035,0.85602,2.2251,0.52502,1.2903,-0.24394,-0.93489
0.5045,0.85574,2.2287,0.52434,1.2924,-0.24436,-0.93629
0.50549,0.85546,2.2323,0.52367,1.2946,-0.24479,-0.93769
0.50649,0.85518,2.2359,0.523,1.2968,-0.24522,-0.93909
0.50749,0.8549,2.2395,0.52234,1.299,-0.24565,-0.94049
0.50849,0.85462,2.2431,0.52167,1.3012,-0.24608,-0.9419
0.50949,0.85435,2.2467,0.521,1.3034,-0.24651,-0.9433
0.51049,0.85407,2.2503,0.52033,1.3056,-0.24694,-0.94471
0.51149,0.85379,2.2539,0.51967,1.3078,-0.24737,-0.94613
0.51249,0.85351,2.2575,0.519,1.31,-0.24781,-0.94754
0.51349,0.85323,2.2612,0.51834,1.3122,-0.24824,-0.94896
0.51449,0.85296,2.2648,0.51768,1.3144,-0.24867,-0.95038
0.51548,0.85268,2.2684,0.51702,1.3166,-0.24911,-0.9518
0.51648,0.8524,2.2721,0.51635,1.3189,-0.24954,-0.95322
0.51748,0.85212,2.2757,0.51569,1.3211,-0.24998,-0.95464
0.51848,0.85184,2.2794,0.51504,1.3233,-0.25042,-0.95607
0.51948,0.85157,2.2831,0.51438,1.3256,-0.25086,-0.9575
0.52048,0.85129,2.2867,0.51372,1.3278,-0.2513,-0.95893
0.52148,0.85101,2.2904,0.51306,1.3301,-0.25174,-0.96036
0.52248,0.85073,2.2941,0.51241,1.3323,-0.25218,-0.9618
0.52348,0.85046,2.2978,0.51175,1.3346,-0.25262,-0.96323
0.52448,0.85018,2.3015,0.5111,1.3368,-0.25306,-0.96467
0.52547,0.8499,2.3052,0.51044,1.3391,-0.2535,-0.96611
0.52647,0.84962,2.3089,0.50979,1.3413,-0.25395,-0.96756
0.52747,0.84934,2.3126,0.50914,1.3436,-0.25439,-0.969
0.52847,0.84907,2.3163,0.50849,1.3459,-0.25484,-0.97045
0.52947,0.84879,2.3201,0.50784,1.3482,-0.25528,-0.9719
0.53047,0.84851,2.3238,0.50719,1.3504,-0.25573,-0.97335
0.53147,0.84823,2.3275,0.50654,1.3527,-0.25618,-0.97481
0.53247,0.84796,2.3313,0.50589,1.355,-0.25662,-0.97626
0.53347,0.84768,2.335,0.50524,1.3573,-0.25707,-0.97772
0.53447,0.8474,2.3388,0.5046,1.3596,-0.25752,-0.97918
0.53546,0.84712,2.3425,0.50395,1.3619,-0.25797,-0.98064
0.53646,0.84685,2.3463,0.50331,1.3642,-0.25843,-0.98211
0.53746,0.84657,2.3501,0.50266,1.3665,-0.25888,-0.98357
0.53846,0.84629,2.3539,0.50202,1.3688,-0.25933,-0.98504
0.53946,0.84601,2.3577,0.50138,1.3711,-0.25978,-0.98651
0.54046,0.84574,2.3615,0.50074,1.3735,-0.26024,-0.98799
0.54146,0.84546,2.3653,0.5001,1.3758,-0.26069,-0.98946
0.54246,0.84518,2.3691,0.49946,1.3781,-0.26115,-0.99094
0.54346,0.84491,2.3729,0.49882,1.3805,-0.26161,-0.99242
0.54446,0.84463,2.3767,0.49818,1.3828,-0.26207,-0.9939
0.54545,0.84435,2.3805,0.49754,1.3851,-0.26252,-0.99538
0.54645,0.84407,2.3844,0.49691,1.3875,-0.26298,-0.99687
0.54745,0.8438,2.3882,0.49627,1.3898,-0.26344,-0.99836
0.54845,0.84352,2.392,0.49564,1.3922,-0.2639,-0.99985
0.54945,0.84324,2.3959,0.495,1.3946,-0.26437,-1.0013
0.55045,0.84297,2.3998,0.49437,1.3969,-0.26483,-1.0028
0.55145,0.84269,2.4036,0.49374,1.3993,-0.26529,-1.0043
0.55245,0.84241,2.4075,0.49311,1.4017,-0.26576,-1.0058
0.55345,0.84213,2.4114,0.49248,1.404,-0.26622,-1.0073
0.55445,0.84186,2.4153,0.49185,1.4064,-0.26669,-1.0088
0.55544,0.84158,2.4191,0.49122,1.4088,-0.26715,-1.0103
0.55644,0.8413,2.423,0.49059,1.4112,-0.26762,-1.0119
0.55744,0.84103,2.4269,0.48996,1.4136,-0.26809,-1.0134
0.55844,0.84075,2.4309,0.48933,1.416,-0.26856,-1.0149
0.55944,0.84047,2.4348,0.48871,1.4184,-0.26903,-1.0164
0.56044,0.8402,2.4387,0.48808,1.4208,-0.2695,-1.0179
0.56144,0.83992,2.4426,0.48746,1.4232,-0.26997,-1.0194
0.56244,0.83964,2.4466,0.48683,1.4256,-0.27044,-1.0209
0.56344,0.83937,2.4505,0.48621,1.428,-0.27091,-1.0225
0.56444,0.83909,2.4544,0.48559,1.4305,-0.27139,-1.024
0.56543,0.83881,2.4584,0.48497,1.4329,-0.27186,-1.0255
0.56643,0.83854,2.4624,0.48435,1.4353,-0.27234,-1.027
0.56743,0.83826,2.4663,0.48373,1.4378,-0.27281,-1.0286
0.56843,0.83798,2.4703,0.48311,1.4402,-0.27329,-1.0301
0.56943,0.83771,2.4743,0.48249,1.4426,-0.27377,-1.0317
0.57043,0.83743,2.4783,0.48187,1.4451,-0.27425,-1.0332
0.57143,0.83715,2.4823,0.48126,1.4475,-0.27473,-1.0347
0.57243,0.83688,2.4863,0.48064,1.45,-0.27521,-1.0363
0.57343,0.8366,2.4903,0.48003,1.4525,-0.27569,-1.0378
0.57443,0.83633,2.4943,0.47941,1.4549,-0.27617,-1.0394
0.57542,0.83605,2.4983,0.4788,1.4574,-0.27665,-1.0409
0.57642,0.83577,2.5023,0.47818,1.4599,-0.27714,-1.0425
0.57742,0.8355,2.5064,0.47757,1.4624,-0.27762,-1.044
0.57842,0.83522,2.5104,0.47696,1.4648,-0.27811,-1.0456
0.57942,0.83494,2.5145,0.47635,1.4673,-0.27859,-1.0471
0.58042,0.83467,2.5185,0.47574,1.4698,-0.27908,-1.0487
0.58142,0.83439,2.5226,0.47513,1.4723,-0.27957,-1.0503
0.58242,0.83412,2.5267,0.47453,1.4748,-0.28006,-1.0518
0.58342,0.83384,2.5307,0.47392,1.4773,-0.28055,-1.0534
0.58442,0.83356,2.5348,0.47331,1.4798,-0.28104,-1.055
0.58541,0.83329,2.5389,0.47271,1.4824,-0.28153,-1.0565
0.58641,0.83301,2.543,0.4721,1.4849,-0.28202,-1.0581
0.58741,0.83274,2.5471,0.4715,1.4874,-0.28251,-1.0597
0.58841,0.83246,2.5512,0.47089,1.4899,-0.28301,-1.0613
0.58941,0.83218,2.5553,0.47029,1.4925,-0.2835,-1.0629
0.59041,0.83191,2.5595,0.46969,1.495,-0.284,-1.0644
0.59141,0.83163,2.5636,0.46909,1.4976,-0.28449,-1.066
0.59241,0.83136,2.5677,0.46849,1.5001,-0.28499,-1.0676
0.59341,0.83108,2.5719,0.46789,1.5027,-0.28549,-1.0692
0.59441,0.83081,2.576,0.46729,1.5052,-0.28599,-1.0708
0.5954,0.83053,2.5802,0.46669,1.5078,-0.28649,-1.0724
0.5964,0.83025,2.5844,0.46609,1.5104,-0.28699,-1.074
0.5974,0.82998,2.5885,0.4655,1.5129,-0.28749,-1.0756
0.5984,0.8297,2.5927,0.4649,1.5155,-0.28799,-1.0772
0.5994,0.82943,2.5969,0.46431,1.5181,-0.28849,-1.0788
0.6004,0.82915,2.6011,0.46371,1.5207,-0.289,-1.0804
0.6014,0.82888,2.6053,0.46312,1.5233,-0.2895,-1.082
0.6024,0.8286,2.6095,0.46253,1.5259,-0.29001,-1.0836
0.6034,0.82833,2.6137,0.46194,1.5285,-0.29051,-1.0852
0.6044,0.82805,2.6179,0.46134,1.5311,-0.29102,-1.0869
0.60539,0.82778,2.6222,0.46075,1.5337,-0.29153,-1.0885
0.60639,0.8275,2.6264,0.46016,1.5363,-0.29204,-1.0901
0.60739,0.82722,2.6306,0.45958,1.5389,-0.29255,-1.0917
0.60839,0.82695,2.6349,0.45899,1.5415,-0.29306,-1.0934
0.60939,0.82667,2.6391,0.4584,1.5442,-0.29357,-1.095
0.61039,0.8264,2.6434,0.45781,1.5468,-0.29408,-1.0966
0.61139,0.82612,2.6477,0.45723,1.5494,-0.29459,-1.0982
0.61239,0.82585,2.652,0.45664,1.5521,-0.29511,-1.0999
0.61339,0.82557,2.6562,0.45606,1.5547,-0.29562,-1.1015
0.61439,0.8253,2.6605,0.45547,1.5574,-0.29614,-1.1032
0.61538,0.82502,2.6648,0.45489,1.56,-0.29666,-1.1048
0.61638,0.82475,2.6691,0.45431,1.5627,-0.29717,-1.1064
0.61738,0.82447,2.6735,0.45373,1.5654,-0.29769,-1.1081
0.61838,0.8242,2.6778,0.45315,1.568,-0.29821,-1.1097
0.61938,0.82392,2.6821,0.45257,1.5707,-0.29873,-1.1114
0.62038,0.82365,2.6865,0.45199,1.5734,-0.29925,-1.113
0.62138,0.82337,2.6908,0.45141,1.5761,-0.29978,-1.1147
0.62238,0.8231,2.6951,0.45083,1.5788,-0.3003,-1.1164
0.62338,0.82282,2.6995,0.45025,1.5815,-0.30082,-1.118
0.62438,0.82255,2.7039,0.44968,1.5842,-0.30135,-1.1197
0.62537,0.82227,2.7082,0.4491,1.5869,-0.30187,-1.1214
0.62637,0.822,2.7126,0.44853,1.5896,-0.3024,-1.123
0.62737,0.82172,2.717,0.44795,1.5923,-0.30293,-1.1247
0.62837,0.82145,2.7214,0.44738,1.595,-0.30345,-1.1264
0.62937,0.82117,2.7258,0.44681,1.5978,-0.30398,-1.128
0.63037,0.8209,2.7302,0.44623,1.6005,-0.30451,-1.1297
0.63137,0.82063,2.7346,0.44566,1.6032,-0.30504,-1.1314
0.63237,0.82035,2.739,0.44509,1.606,-0.30558,-1.1331
0.63337,0.82008,2.7435,0.44452,1.6087,-0.30611,-1.1348
0.63437,0.8198,2.7479,0.44395,1.6115,-0.30664,-1.1365
0.63536,0.81953,2.7524,0.44338,1.6142,-0.30718,-1.1381
0.63636,0.81925,2.7568,0.44282,1.617,-0.30771,-1.1398
0.63736,0.81898,2.7613,0.44225,1.6197,-0.30825,-1.1415
0.63836,0.8187,2.7657,0.44168,1.6225,-0.30879,-1.1432
0.63936,0.81843,2.7702,0.44112,1.6253,-0.30932,-1.1449
0.64036,0.81816,2.7747,0.44055,1.6281,-0.30986,-1.1466
0.64136,0.81788,2.7792,0.43999,1.6308,-0.3104,-1.1483
0.64236,0.81761,2.7837,0.43942,1.6336,-0.31094,-1.15
0.64336,0.81733,2.7882,0.43886,1.6364,-0.31148,-1.1518
0.64436,0.81706,2.7927,0.4383,1.6392,-0.31203,-1.1535
0.64535,0.81678,2.7972,0.43774,1.642,-0.31257,-1.1552
0.64635,0.81651,2.8018,0.43718,1.6448,-0.31312,-1.1569
0.64735,0.81624,2.8063,0.43662,1.6477,-0.31366,-1.1586
0.64835,0.81596,2.8108,0.43606,1.6505,-0.31421,-1.1603
0.64935,0.81569,2.8154,0.4355,1.6533,-0.31475,-1.1621
0.65035,0.81541,2.8199,0.43494,1.6561,-0.3153,-1.1638
0.65135,0.81514,2.8245,0.43438,1.659,-0.31585,-1.1655
0.65235,0.81487,2.8291,0.43383,1.6618,-0.3164,-1.1673
0.65335,0.81459,2.8337,0.43327,1.6647,-0.31695,-1.169
0.65435,0.81432,2.8382,0.43272,1.6675,-0.3175,-1.1707
0.65534,0.81404,2.8428,0.43216,1.6704,-0.31806,-1.1725
0.65634,0.81377,2.8474,0.43161,1.6732,-0.31861,-1.1742
0.65734,0.8135,2.8521,0.43106,1.6761,-0.31916,-1.176
0.65834,0.81322,2.8567,0.4305,1.679,-0.31972,-1.1777
0.65934,0.81295,2.8613,0.42995,1.6819,-0.32028,-1.1795
