x,L,u,e,tau_xx,tau_yy,tau_zz
0.66034,0.81268,2.8659,0.4294,1.6847,-0.32083,-1.1812
0.66134,0.8124,2.8706,0.42885,1.6876,-0.32139,-1.183
0.66234,0.81213,2.8752,0.4283,1.6905,-0.32195,-1.1847
0.66334,0.81186,2.8799,0.42775,1.6934,-0.32251,-1.1865
0.66434,0.81158,2.8846,0.42721,1.6963,-0.32307,-1.1882
0.66533,0.81131,2.8892,0.42666,1.6992,-0.32363,-1.19
0.66633,0.81103,2.8939,0.42611,1.7022,-0.3242,-1.1918
0.66733,0.81076,2.8986,0.42557,1.7051,-0.32476,-1.1935
0.66833,0.81049,2.9033,0.42502,1.708,-0.32533,-1.1953
0.66933,0.81021,2.908,0.42448,1.7109,-0.32589,-1.1971
0.67033,0.80994,2.9127,0.42393,1.7139,-0.32646,-1.1989
0.67133,0.80967,2.9175,0.42339,1.7168,-0.32703,-1.2006
0.67233,0.80939,2.9222,0.42285,1.7198,-0.3276,-1.2024
0.67333,0.80912,2.9269,0.42231,1.7227,-0.32817,-1.2042
0.67433,0.80885,2.9317,0.42177,1.7257,-0.32874,-1.206
0.67532,0.80857,2.9364,0.42123,1.7287,-0.32931,-1.2078
0.67632,0.8083,2.9412,0.42069,1.7316,-0.32988,-1.2096
0.67732,0.80803,2.946,0.42015,1.7346,-0.33045,-1.2114
0.67832,0.80776,2.9508,0.41961,1.7376,-0.33103,-1.2132
0.67932,0.80748,2.9555,0.41907,1.7406,-0.3316,-1.215
0.68032,0.80721,2.9603,0.41853,1.7436,-0.33218,-1.2168
0.68132,0.80694,2.9651,0.418,1.7466,-0.33276,-1.2186
0.68232,0.80666,2.9699,0.41746,1.7496,-0.33333,-1.2204
0.68332,0.80639,2.9748,0.41693,1.7526,-0.33391,-1.2222
0.68432,0.80612,2.9796,0.41639,1.7556,-0.33449,-1.224
0.68531,0.80584,2.9844,0.41586,1.7586,-0.33507,-1.2258
0.68631,0.80557,2.9893,0.41533,1.7616,-0.33566,-1.2276
0.68731,0.8053,2.9941,0.41479,1.7647,-0.33624,-1.2295
0.68831,0.80503,2.999,0.41426,1.7677,-0.33682,-1.2313
0.68931,0.80475,3.0039,0.41373,1.7707,-0.33741,-1.2331
0.69031,0.80448,3.0087,0.4132,1.7738,-0.33799,-1.2349
0.69131,0.80421,3.0136,0.41267,1.7768,-0.33858,-1.2368
0.69231,0.80393,3.0185,0.41214,1.7799,-0.33917,-1.2386
0.69331,0.80366,3.0234,0.41162,1.783,-0.33976,-1.2404
0.69431,0.80339,3.0283,0.41109,1.786,-0.34035,-1.2423
0.6953,0.80312,3.0332,0.41056,1.7891,-0.34094,-1.2441
0.6963,0.80284,3.0382,0.41003,1.7922,-0.34153,-1.246
0.6973,0.80257,3.0431,0.40951,1.7953,-0.34212,-1.2478
0.6983,0.8023,3.048,0.40898,1.7984,-0.34272,-1.2497
0.6993,0.80203,3.053,0.40846,1.8015,-0.34331,-1.2515
0.7003,0.80175,3.0579,0.40794,1.8046,-0.34391,-1.2534
0.7013,0.80148,3.0629,0.40741,1.8077,-0.3445,-1.2552
0.7023,0.80121,3.0679,0.40689,1.8108,-0.3451,-1.2571
0.7033,0.80094,3.0729,0.40637,1.8139,-0.3457,-1.2589
0.7043,0.80067,3.0779,0.40585,1.817,-0.3463,-1.2608
0.70529,0.80039,3.0829,0.40533,1.8202,-0.3469,-1.2627
0.70629,0.80012,3.0879,0.40481,1.8233,-0.3475,-1.2646
0.70729,0.79985,3.0929,0.40429,1.8265,-0.3481,-1.2664
0.70829,0.79958,3.0979,0.40377,1.8296,-0.34871,-1.2683
0.70929,0.7993,3.1029,0.40325,1.8328,-0.34931,-1.2702
0.71029,0.79903,3.108,0.40274,1.8359,-0.34992,-1.2721
0.71129,0.79876,3.113,0.40222,1.8391,-0.35053,-1.2739
0.71229,0.79849,3.1181,0.40171,1.8423,-0.35113,-1.2758
0.71329,0.79822,3.1232,0.40119,1.8454,-0.35174,-1.2777
0.71429,0.79794,3.1282,0.40068,1.8486,-0.35235,-1.2796
0.71528,0.79767,3.1333,0.40016,1.8518,-0.35296,-1.2815
0.71628,0.7974,3.1384,0.39965,1.855,-0.35357,-1.2834
0.71728,0.79713,3.1435,0.39914,1.8582,-0.35419,-1.2853
0.71828,0.79686,3.1486,0.39862,1.8614,-0.3548,-1.2872
0.71928,0.79659,3.1537,0.39811,1.8646,-0.35541,-1.2891
0.72028,0.79631,3.1589,0.3976,1.8678,-0.35603,-1.291
0.72128,0.79604,3.164,0.39709,1.8711,-0.35665,-1.2929
0.72228,0.79577,3.1691,0.39658,1.8743,-0.35726,-1.2948
0.72328,0.7955,3.1743,0.39608,1.8775,-0.35788,-1.2968
0.72428,0.79523,3.1795,0.39557,1.8808,-0.3585,-1.2987
0.72527,0.79496,3.1846,0.39506,1.884,-0.35912,-1.3006
0.72627,0.79468,3.1898,0.39455,1.8873,-0.35974,-1.3025
0.72727,0.79441,3.195,0.39405,1.8905,-0.36037,-1.3044
0.72827,0.79414,3.2002,0.39354,1.8938,-0.36099,-1.3064
0.72927,0.79387,3.2054,0.39304,1.8971,-0.36162,-1.3083
0.73027,0.7936,3.2106,0.39253,1.9004,-0.36224,-1.3102
0.73127,0.79333,3.2158,0.39203,1.9037,-0.36287,-1.3122
0.73227,0.79305,3.2211,0.39153,1.9069,-0.3635,-1.3141
0.73327,0.79278,3.2263,0.39102,1.9102,-0.36413,-1.3161
0.73427,0.79251,3.2316,0.39052,1.9136,-0.36476,-1.318
0.73526,0.79224,3.2368,0.39002,1.9169,-0.36539,-1.32
0.73626,0.79197,3.2421,0.38952,1.9202,-0.36602,-1.3219
0.73726,0.7917,3.2474,0.38902,1.9235,-0.36665,-1.3239
0.73826,0.79143,3.2527,0.38852,1.9268,-0.36729,-1.3258
0.73926,0.79116,3.2579,0.38803,1.9302,-0.36792,-1.3278
0.74026,0.79089,3.2633,0.38753,1.9335,-0.36856,-1.3297
0.74126,0.79061,3.2686,0.38703,1.9369,-0.3692,-1.3317
0.74226,0.79034,3.2739,0.38653,1.9402,-0.36984,-1.3337
0.74326,0.79007,3.2792,0.38604,1.9436,-0.37048,-1.3356
0.74426,0.7898,3.2846,0.38554,1.9469,-0.37112,-1.3376
0.74525,0.78953,3.2899,0.38505,1.9503,-0.37176,-1.3396
0.74625,0.78926,3.2953,0.38455,1.9537,-0.3724,-1.3416
0.74725,0.78899,3.3006,0.38406,1.9571,-0.37305,-1.3436
0.74825,0.78872,3.306,0.38357,1.9605,-0.37369,-1.3455
0.74925,0.78845,3.3114,0.38308,1.9639,-0.37434,-1.3475
0.75025,0.78818,3.3168,0.38259,1.9673,-0.37498,-1.3495
0.75125,0.78791,3.3222,0.38209,1.9707,-0.37563,-1.3515
0.75225,0.78763,3.3276,0.3816,1.9741,-0.37628,-1.3535
0.75325,0.78736,3.333,0.38111,1.9775,-0.37693,-1.3555
0.75425,0.78709,3.3385,0.38063,1.981,-0.37758,-1.3575
0.75524,0.78682,3.3439,0.38014,1.9844,-0.37824,-1.3595
0.75624,0.78655,3.3494,0.37965,1.9878,-0.37889,-1.3615
0.75724,0.78628,3.3548,0.37916,1.9913,-0.37954,-1.3635
0.75824,0.78601,3.3603,0.37868,1.9947,-0.3802,-1.3655
0.75924,0.78574,3.3658,0.37819,1.9982,-0.38086,-1.3676
0.76024,0.78547,3.3713,0.37771,2.0017,-0.38152,-1.3696
0.76124,0.7852,3.3768,0.37722,2.0052,-0.38217,-1.3716
0.76224,0.78493,3.3823,0.37674,2.0086,-0.38283,-1.3736
0.76324,0.78466,3.3878,0.37625,2.0121,-0.3835,-1.3756
0.76424,0.78439,3.3933,0.37577,2.0156,-0.38416,-1.3777
0.76523,0.78412,3.3988,0.37529,2.0191,-0.38482,-1.3797
0.76623,0.78385,3.4044,0.37481,2.0226,-0.38549,-1.3817
0.76723,0.78358,3.4099,0.37433,2.0261,-0.38615,-1.3838
0.76823,0.78331,3.4155,0.37384,2.0297,-0.38682,-1.3858
0.76923,0.78304,3.4211,0.37337,2.0332,-0.38749,-1.3879
0.77023,0.78277,3.4266,0.37289,2.0367,-0.38815,-1.3899
0.77123,0.7825,3.4322,0.37241,2.0403,-0.38882,-1.392
0.77223,0.78223,3.4378,0.37193,2.0438,-0.3895,-1.394
0.77323,0.78196,3.4434,0.37145,2.0474,-0.39017,-1.3961
0.77423,0.78169,3.4491,0.37098,2.0509,-0.39084,-1.3981
0.77522,0.78142,3.4547,0.3705,2.0545,-0.39152,-1.4002
0.77622,0.78115,3.4603,0.37002,2.0581,-0.39219,-1.4023
0.77722,0.78088,3.466,0.36955,2.0616,-0.39287,-1.4043
0.77822,0.78061,3.4716,0.36907,2.0652,-0.39355,-1.4064
0.77922,0.78034,3.4773,0.3686,2.0688,-0.39422,-1.4085
0.78022,0.78007,3.483,0.36813,2.0724,-0.3949,-1.4105
0.78122,0.7798,3.4886,0.36765,2.076,-0.39558,-1.4126
0.78222,0.77953,3.4943,0.36718,2.0796,-0.39627,-1.4147
0.78322,0.77926,3.5,0.36671,2.0833,-0.39695,-1.4168
0.78422,0.77899,3.5058,0.36624,2.0869,-0.39763,-1.4189
0.78521,0.77872,3.5115,0.36577,2.0905,-0.39832,-1.421
0.78621,0.77845,3.5172,0.3653,2.0942,-0.39901,-1.4231
0.78721,0.77818,3.5229,0.36483,2.0978,-0.39969,-1.4251
0.78821,0.77791,3.5287,0.36436,2.1015,-0.40038,-1.4272
0.78921,0.77764,3.5345,0.36389,2.1051,-0.40107,-1.4293
0.79021,0.77737,3.5402,0.36343,2.1088,-0.40176,-1.4315
0.79121,0.7771,3.546,0.36296,2.1125,-0.40246,-1.4336
0.79221,0.77684,3.5518,0.36249,2.1161,-0.40315,-1.4357
0.79321,0.77657,3.5576,0.36203,2.1198,-0.40384,-1.4378
0.79421,0.7763,3.5634,0.36156,2.1235,-0.40454,-1.4399
0.7952,0.77603,3.5692,0.3611,2.1272,-0.40524,-1.442
0.7962,0.77576,3.5751,0.36064,2.1309,-0.40593,-1.4441
0.7972,0.77549,3.5809,0.36017,2.1346,-0.40663,-1.4463
0.7982,0.77522,3.5867,0.35971,2.1384,-0.40733,-1.4484
0.7992,0.77495,3.5926,0.35925,2.1421,-0.40803,-1.4505
0.8002,0.77468,3.5985,0.35879,2.1458,-0.40874,-1.4527
0.8012,0.77441,3.6044,0.35832,2.1496,-0.40944,-1.4548
0.8022,0.77414,3.6102,0.35786,2.1533,-0.41015,-1.4569
0.8032,0.77388,3.6162,0.35741,2.1571,-0.41085,-1.4591
0.8042,0.77361,3.6221,0.35695,2.1608,-0.41156,-1.4612
0.80519,0.77334,3.628,0.35649,2.1646,-0.41227,-1.4634
0.80619,0.77307,3.6339,0.35603,2.1684,-0.41298,-1.4655
0.80719,0.7728,3.6399,0.35557,2.1722,-0.41369,-1.4677
0.80819,0.77253,3.6458,0.35512,2.176,-0.4144,-1.4698
0.80919,0.77226,3.6518,0.35466,2.1798,-0.41512,-1.472
0.81019,0.77199,3.6578,0.3542,2.1836,-0.41583,-1.4742
0.81119,0.77173,3.6638,0.35375,2.1874,-0.41655,-1.4763
0.81219,0.77146,3.6698,0.3533,2.1912,-0.41726,-1.4785
0.81319,0.77119,3.6758,0.35284,2.1951,-0.41798,-1.4807
0.81419,0.77092,3.6818,0.35239,2.1989,-0.4187,-1.4829
0.81518,0.77065,3.6878,0.35194,2.2028,-0.41942,-1.485
0.81618,0.77038,3.6938,0.35148,2.2066,-0.42014,-1.4872
0.81718,0.77011,3.6999,0.35103,2.2105,-0.42087,-1.4894
0.81818,0.76985,3.7059,0.35058,2.2143,-0.42159,-1.4916
0.81918,0.76958,3.712,0.35013,2.2182,-0.42232,-1.4938
0.82018,0.76931,3.7181,0.34968,2.2221,-0.42304,-1.496
0.82118,0.76904,3.7242,0.34923,2.226,-0.42377,-1.4982
0.82218,0.76877,3.7303,0.34878,2.2299,-0.4245,-1.5004
0.82318,0.7685,3.7364,0.34834,2.2338,-0.42523,-1.5026
0.82418,0.76824,3.7425,0.34789,2.2377,-0.42596,-1.5048
0.82517,0.76797,3.7486,0.34744,2.2416,-0.42669,-1.507
0.82617,0.7677,3.7548,0.34699,2.2456,-0.42743,-1.5092
0.82717,0.76743,3.7609,0.34655,2.2495,-0.42816,-1.5114
0.82817,0.76716,3.7671,0.3461,2.2534,-0.4289,-1.5137
0.82917,0.7669,3.7733,0.34566,2.2574,-0.42964,-1.5159
0.83017,0.76663,3.7794,0.34521,2.2613,-0.43037,-1.5181
0.83117,0.76636,3.7856,0.34477,2.2653,-0.43111,-1.5203
0.83217,0.76609,3.7918,0.34433,2.2693,-0.43185,-1.5226
0.83317,0.76582,3.7981,0.34389,2.2733,-0.4326,-1.5248
0.83417,0.76556,3.8043,0.34344,2.2772,-0.43334,-1.527
0.83516,0.76529,3.8105,0.343,2.2812,-0.43408,-1.5293
0.83616,0.76502,3.8168,0.34256,2.2852,-0.43483,-1.5315
0.83716,0.76475,3.823,0.34212,2.2892,-0.43558,-1.5338
0.83816,0.76449,3.8293,0.34168,2.2933,-0.43633,-1.536
0.83916,0.76422,3.8356,0.34124,2.2973,-0.43708,-1.5383
0.84016,0.76395,3.8419,0.3408,2.3013,-0.43783,-1.5405
0.84116,0.76368,3.8482,0.34037,2.3054,-0.43858,-1.5428
0.84216,0.76342,3.8545,0.33993,2.3094,-0.43933,-1.5451
0.84316,0.76315,3.8608,0.33949,2.3135,-0.44009,-1.5473
0.84416,0.76288,3.8671,0.33905,2.3175,-0.44084,-1.5496
0.84515,0.76261,3.8735,0.33862,2.3216,-0.4416,-1.5519
0.84615,0.76235,3.8798,0.33818,2.3257,-0.44236,-1.5541
0.84715,0.76208,3.8862,0.33775,2.3298,-0.44312,-1.5564
0.84815,0.76181,3.8925,0.33731,2.3338,-0.44388,-1.5587
0.84915,0.76154,3.8989,0.33688,2.3379,-0.44464,-1.561
0.85015,0.76128,3.9053,0.33645,2.3421,-0.4454,-1.5633
0.85115,0.76101,3.9117,0.33602,2.3462,-0.44617,-1.5656
0.85215,0.76074,3.9182,0.33558,2.3503,-0.44693,-1.5679
0.85315,0.76048,3.9246,0.33515,2.3544,-0.4477,-1.5702
0.85415,0.76021,3.931,0.33472,2.3586,-0.44847,-1.5725
0.85514,0.75994,3.9375,0.33429,2.3627,-0.44924,-1.5748
0.85614,0.75967,3.9439,0.33386,2.3669,-0.45001,-1.5771
0.85714,0.75941,3.9504,0.33343,2.371,-0.45078,-1.5794
0.85814,0.75914,3.9569,0.333,2.3752,-0.45155,-1.5817
0.85914,0.75887,3.9634,0.33257,2.3794,-0.45233,-1.584
0.86014,0.75861,3.9699,0.33215,2.3836,-0.4531,-1.5863
0.86114,0.75834,3.9764,0.33172,2.3878,-0.45388,-1.5887
0.86214,0.75807,3.9829,0.33129,2.392,-0.45466,-1.591
0.86314,0.75781,3.9895,0.33087,2.3962,-0.45544,-1.5933
0.86414,0.75754,3.996,0.33044,2.4004,-0.45622,-1.5956
0.86513,0.75727,4.0026,0.33002,2.4046,-0.457,-1.598
0.86613,0.75701,4.0092,0.32959,2.4088,-0.45778,-1.6003
0.86713,0.75674,4.0157,0.32917,2.4131,-0.45857,-1.6027
0.86813,0.75647,4.0223,0.32874,2.4173,-0.45935,-1.605
0.86913,0.75621,4.0289,0.32832,2.4216,-0.46014,-1.6074
0.87013,0.75594,4.0356,0.3279,2.4259,-0.46093,-1.6097
0.87113,0.75567,4.0422,0.32748,2.4301,-0.46172,-1.6121
0.87213,0.75541,4.0488,0.32706,2.4344,-0.46251,-1.6144
0.87313,0.75514,4.0555,0.32664,2.4387,-0.4633,-1.6168
0.87413,0.75487,4.0621,0.32621,2.443,-0.46409,-1.6191
0.87512,0.75461,4.0688,0.32579,2.4473,-0.46489,-1.6215
0.87612,0.75434,4.0755,0.32538,2.4516,-0.46568,-1.6239
0.87712,0.75408,4.0822,0.32496,2.4559,-0.46648,-1.6263
0.87812,0.75381,4.0889,0.32454,2.4603,-0.46728,-1.6286
0.87912,0.75354,4.0956,0.32412,2.4646,-0.46808,-1.631
0.88012,0.75328,4.1023,0.3237,2.4689,-0.46888,-1.6334
0.88112,0.75301,4.1091,0.32329,2.4733,-0.46968,-1.6358
0.88212,0.75274,4.1158,0.32287,2.4777,-0.47049,-1.6382
0.88312,0.75248,4.1226,0.32246,2.482,-0.47129,-1.6406
0.88412,0.75221,4.1294,0.32204,2.4864,-0.4721,-1.643
0.88511,0.75195,4.1362,0.32163,2.4908,-0.47291,-1.6454
0.88611,0.75168,4.143,0.32121,2.4952,-0.47372,-1.6478
0.88711,0.75141,4.1498,0.3208,2.4996,-0.47453,-1.6502
0.88811,0.75115,4.1566,0.32039,2.504,-0.47534,-1.6526
0.88911,0.75088,4.1634,0.31997,2.5084,-0.47615,-1.655
0.89011,0.75062,4.1703,0.31956,2.5128,-0.47697,-1.6574
0.89111,0.75035,4.1771,0.31915,2.5173,-0.47778,-1.6598
0.89211,0.75009,4.184,0.31874,2.5217,-0.4786,-1.6623
0.89311,0.74982,4.1909,0.31833,2.5262,-0.47942,-1.6647
0.89411,0.74955,4.1977,0.31792,2.5306,-0.48024,-1.6671
0.8951,0.74929,4.2046,0.31751,2.5351,-0.48106,-1.6696
0.8961,0.74902,4.2116,0.3171,2.5396,-0.48188,-1.672
0.8971,0.74876,4.2185,0.31669,2.544,-0.4827,-1.6744
0.8981,0.74849,4.2254,0.31628,2.5485,-0.48353,-1.6769
0.8991,0.74823,4.2324,0.31588,2.553,-0.48435,-1.6793
0.9001,0.74796,4.2393,0.31547,2.5576,-0.48518,-1.6818
0.9011,0.7477,4.2463,0.31506,2.5621,-0.48601,-1.6842
0.9021,0.74743,4.2533,0.31466,2.5666,-0.48684,-1.6867
0.9031,0.74717,4.2603,0.31425,2.5711,-0.48767,-1.6891
0.9041,0.7469,4.2673,0.31385,2.5757,-0.4885,-1.6916
0.90509,0.74664,4.2743,0.31344,2.5803,-0.48934,-1.6941
0.90609,0.74637,4.2814,0.31304,2.5848,-0.49017,-1.6966
0.90709,0.74611,4.2884,0.31264,2.5894,-0.49101,-1.699
0.90809,0.74584,4.2955,0.31223,2.594,-0.49185,-1.7015
0.90909,0.74558,4.3026,0.31183,2.5986,-0.49269,-1.704
0.91009,0.74531,4.3097,0.31143,2.6032,-0.49353,-1.7065
0.91109,0.74505,4.3168,0.31103,2.6078,-0.49437,-1.709
0.91209,0.74478,4.3239,0.31063,2.6124,-0.49522,-1.7115
0.91309,0.74452,4.331,0.31023,2.6171,-0.49606,-1.7139
0.91409,0.74425,4.3381,0.30983,2.6217,-0.49691,-1.7164
0.91508,0.74399,4.3453,0.30943,2.6264,-0.49776,-1.7189
0.91608,0.74372,4.3525,0.30903,2.631,-0.49861,-1.7215
0.91708,0.74346,4.3596,0.30863,2.6357,-0.49946,-1.724
0.91808,0.74319,4.3668,0.30824,2.6404,-0.50031,-1.7265
0.91908,0.74293,4.374,0.30784,2.645,-0.50116,-1.729
0.92008,0.74266,4.3812,0.30744,2.6497,-0.50202,-1.7315
0.92108,0.7424,4.3885,0.30705,2.6544,-0.50287,-1.734
0.92208,0.74213,4.3957,0.30665,2.6591,-0.50373,-1.7366
0.92308,0.74187,4.403,0.30626,2.6639,-0.50459,-1.7391
0.92408,0.7416,4.4102,0.30586,2.6686,-0.50545,-1.7416
0.92507,0.74134,4.4175,0.30547,2.6733,-0.50631,-1.7442
0.92607,0.74108,4.4248,0.30507,2.6781,-0.50718,-1.7467
0.92707,0.74081,4.4321,0.30468,2.6828,-0.50804,-1.7492
0.92807,0.74055,4.4394,0.30429,2.6876,-0.50891,-1.7518
0.92907,0.74028,4.4467,0.3039,2.6924,-0.50977,-1.7543
0.93007,0.74002,4.454,0.3035,2.6972,-0.51064,-1.7569
0.93107,0.73975,4.4614,0.30311,2.7019,-0.51151,-1.7595
0.93207,0.73949,4.4688,0.30272,2.7068,-0.51238,-1.762
0.93307,0.73923,4.4761,0.30233,2.7116,-0.51326,-1.7646
0.93407,0.73896,4.4835,0.30194,2.7164,-0.51413,-1.7671
0.93506,0.7387,4.4909,0.30155,2.7212,-0.51501,-1.7697
0.93606,0.73843,4.4983,0.30116,2.726,-0.51588,-1.7723
0.93706,0.73817,4.5058,0.30078,2.7309,-0.51676,-1.7749
0.93806,0.73791,4.5132,0.30039,2.7358,-0.51764,-1.7774
0.93906,0.73764,4.5207,0.3,2.7406,-0.51852,-1.78
0.94006,0.73738,4.5281,0.29962,2.7455,-0.51941,-1.7826
0.94106,0.73712,4.5356,0.29923,2.7504,-0.52029,-1.7852
0.94206,0.73685,4.5431,0.29884,2.7553,-0.52117,-1.7878
0.94306,0.73659,4.5506,0.29846,2.7602,-0.52206,-1.7904
0.94406,0.73632,4.5581,0.29807,2.7651,-0.52295,-1.793
0.94505,0.73606,4.5656,0.29769,2.77,-0.52384,-1.7956
0.94605,0.7358,4.5732,0.29731,2.7749,-0.52473,-1.7982
0.94705,0.73553,4.5807,0.29692,2.7799,-0.52562,-1.8008
0.94805,0.73527,4.5883,0.29654,2.7848,-0.52652,-1.8035
0.94905,0.73501,4.5959,0.29616,2.7898,-0.52741,-1.8061
0.95005,0.73474,4.6035,0.29577,2.7948,-0.52831,-1.8087
0.95105,0.73448,4.6111,0.29539,2.7997,-0.52921,-1.8113
0.95205,0.73422,4.6187,0.29501,2.8047,-0.53011,-1.814
0.95305,0.73395,4.6263,0.29463,2.8097,-0.53101,-1.8166
0.95405,0.73369,4.634,0.29425,2.8147,-0.53191,-1.8192
0.95504,0.73343,4.6416,0.29387,2.8197,-0.53282,-1.8219
0.95604,0.73316,4.6493,0.29349,2.8248,-0.53372,-1.8245
0.95704,0.7329,4.657,0.29311,2.8298,-0.53463,-1.8272
0.95804,0.73264,4.6647,0.29274,2.8349,-0.53554,-1.8298
0.95904,0.73237,4.6724,0.29236,2.8399,-0.53645,-1.8325
0.96004,0.73211,4.6801,0.29198,2.845,-0.53736,-1.8351
0.96104,0.73185,4.6878,0.2916,2.85,-0.53827,-1.8378
0.96204,0.73158,4.6956,0.29123,2.8551,-0.53918,-1.8405
0.96304,0.73132,4.7034,0.29085,2.8602,-0.5401,-1.8431
0.96404,0.73106,4.7111,0.29048,2.8653,-0.54102,-1.8458
0.96503,0.7308,4.7189,0.2901,2.8704,-0.54194,-1.8485
0.96603,0.73053,4.7267,0.28973,2.8756,-0.54285,-1.8512
0.96703,0.73027,4.7345,0.28935,2.8807,-0.54378,-1.8539
0.96803,0.73001,4.7424,0.28898,2.8858,-0.5447,-1.8566
0.96903,0.72975,4.7502,0.28861,2.891,-0.54562,-1.8592
0.97003,0.72948,4.7581,0.28824,2.8961,-0.54655,-1.8619
0.97103,0.72922,4.7659,0.28786,2.9013,-0.54748,-1.8646
0.97203,0.72896,4.7738,0.28749,2.9065,-0.54841,-1.8673
0.97303,0.7287,4.7817,0.28712,2.9117,-0.54934,-1.8701
0.97403,0.72843,4.7896,0.28675,2.9169,-0.55027,-1.8728
0.97502,0.72817,4.7976,0.28638,2.9221,-0.5512,-1.8755
0.97602,0.72791,4.8055,0.28601,2.9273,-0.55213,-1.8782
0.97702,0.72765,4.8134,0.28564,2.9325,-0.55307,-1.8809
0.97802,0.72738,4.8214,0.28527,2.9378,-0.55401,-1.8836
0.97902,0.72712,4.8294,0.2849,2.943,-0.55495,-1.8864
0.98002,0.72686,4.8374,0.28454,2.9483,-0.55589,-1.8891
0.98102,0.7266,4.8454,0.28417,2.9535,-0.55683,-1.8918
0.98202,0.72633,4.8534,0.2838,2.9588,-0.55777,-1.8946
0.98302,0.72607,4.8614,0.28343,2.9641,-0.55872,-1.8973
0.98402,0.72581,4.8695,0.28307,2.9694,-0.55966,-1.9001
0.98501,0.72555,4.8775,0.2827,2.9747,-0.56061,-1.9028
0.98601,0.72529,4.8856,0.28234,2.98,-0.56156,-1.9056
0.98701,0.72502,4.8937,0.28197,2.9854,-0.56251,-1.9083
0.98801,0.72476,4.9018,0.28161,2.9907,-0.56346,-1.9111
0.98901,0.7245,4.9099,0.28125,2.996,-0.56442,-1.9139
0.99001,0.72424,4.918,0.28088,3.0014,-0.56537,-1.9166
0.99101,0.72398,4.9262,0.28052,3.0068,-0.56633,-1.9194
0.99201,0.72372,4.9343,0.28016,3.0121,-0.56729,-1.9222
0.99301,0.72345,4.9425,0.27979,3.0175,-0.56825,-1.925
0.99401,0.72319,4.9507,0.27943,3.0229,-0.56921,-1.9277
0.995,0.72293,4.9589,0.27907,3.0283,-0.57017,-1.9305
0.996,0.72267,4.9671,0.27871,3.0338,-0.57114,-1.9333
0.997,0.72241,4.9753,0.27835,3.0392,-0.5721,-1.9361
0.998,0.72215,4.9835,0.27799,3.0446,-0.57307,-1.9389
0.999,0.72188,4.9918,0.27763,3.0501,-0.57404,-1.9417
1,0.72162,5.0001,0.27727,3.0555,-0.57501,-1.9445
